sample_id,sample_type,review_track,language,audit_id,finding_stable_id,card_object_id,field_path,flat_key,lv_source_value,de_reference_value,crowdin_target_value,luna_category,luna_severity,luna_reason,canonical_review_bucket,audit_status,audit_rationale,linked_to_staging
FLAG-sl-missing-DISC-G2-A1-SL-L0017,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0017,g2/a1/sl|sechzig|idx:537|lv|WRONG_LANGUAGE|gpt-5.6-luna,sechzig|idx:537,lv,a1.card.sechzig.native,sešdesmit,sechzig,šestdeset,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sl-grammar_ortho-DISC-G2-A1-SL-L0002,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0002,g2/a1/sl|dass|idx:130|study.important[1]|GRAMMAR|gpt-5.6-luna,dass|idx:130,study.important[1],a1.card.a1-dass.study.important[1],"To nejaukt ar das, kas var būt artikuls vai “tas”.","To nejaukt ar das, kas var būt artikuls vai “tas”.","To ne zmešajte z das, ki je lahko člen ali ""to"".",,MEDIUM,study.important[1],GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-sl-other-DISC-G2-A1-SL-L0001,FLAGGED,TARGET_LANGUAGE,sl,DISC-G2-A1-SL-L0001,g2/a1/sl|leise|idx:368|study.examples[3].lv|REGISTER_MISMATCH|gpt-5.6-luna,leise|idx:368,study.examples[3].lv,a1.card.a1-leise-study.study.examples[3].native,"lūdzu, runā klusi.","lūdzu, runā klusi.","prosim, govorite tiho.",,MEDIUM,study.examples[3].lv,STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-sq-wrong_or_mixed-DISC-G2-A1-SQ-L0008,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0008,g2/a1/sq|Vater|idx:617|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Vater|idx:617,lv,a1.card.vater.native,tēvs,Vater,Baba,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sq-wrong_or_mixed-DISC-G2-A1-SQ-L0001,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0001,g2/a1/sq|zum|idx:672|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,zum|idx:672,lv,a1.card.a1-zum.native,uz • pie,zum, • Deri në orë,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sq-semantic-DISC-G2-A1-SQ-L0005,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0005,g2/a1/sq|Erbse|idx:163|lv|MISTRANSLATION|gpt-5.6-luna,Erbse|idx:163,lv,a1.card.erbse.native,zirnis,Erbse,Fasule.,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sq-semantic-DISC-G2-A1-SQ-L0007,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0007,g2/a1/sq|Fisch|idx:189|lv|TRANSLATION_ERROR|gpt-5.6-luna,Fisch|idx:189,lv,a1.card.fisch.native,zivs,Fisch,Peshq.,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sq-multi-G2A1P3-SQ-0085,FLAGGED,TARGET_LANGUAGE,sq,G2A1P3-SQ-0085,g2/a1/sq|a1-land|a1.card.a1-land.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-land,a1.card.a1-land.study.translation,a1.card.a1-land.study.translation,valsts • zeme,valsts • zeme,Shteti • Bota,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-sq-missing-DISC-G2-A1-SQ-L0003,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0003,g2/a1/sq|geboren|idx:224|lv|OMISSION|gpt-5.6-luna,geboren|idx:224,lv,a1.card.geboren.native,dzimis,geboren,.,,HIGH,lv,MISSING_OR_UNTRANSLATED,FALSE_POSITIVE,Finding claims missing/untranslated but staging contains a non-empty target value.,true
FLAG-sq-grammar_ortho-DISC-G2-A1-SQ-L0011,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0011,g2/a1/sq|aufmachen|idx:50|lv|FORM_MISMATCH|gpt-5.6-luna,aufmachen|idx:50,lv,a1.card.aufmachen.native,atvērt,aufmachen,Hapur.,,MEDIUM,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-sq-other-DISC-G2-A1-SQ-L0008,FLAGGED,TARGET_LANGUAGE,sq,DISC-G2-A1-SQ-L0008,g2/a1/sq|dort|idx:142|lv|MALFORMED_TRANSLATION|gpt-5.6-luna,dort|idx:142,lv,a1.card.dort.native,tur,dort,Atje ju ...,,MEDIUM,lv,CONTENT_CORRUPTION_OR_UNRELATED,LIKELY_REAL_ERROR,Other bucket (CONTENT_CORRUPTION_OR_UNRELATED) flagged with resolvable staging context.,true
FLAG-sr-wrong_or_mixed-DISC-G2-A1-SR-L0018,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0018,g2/a1/sr|wichtig|idx:659|lv|LANGUAGE_MISMATCH|gpt-5.6-luna,wichtig|idx:659,lv,a1.card.wichtig.native,svarīgs,wichtig,Pomembno je.,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sr-wrong_or_mixed-DISC-G2-A1-SR-L0015,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0015,g2/a1/sr|zwölf|idx:685|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,zwölf|idx:685,lv,a1.card.zwoelf.native,divpadsmit,zwölf,Дванадесет,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sr-semantic-DISC-G2-A1-SR-L0022,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0022,g2/a1/sr|Sekunde|idx:545|lv|MISTRANSLATION|gpt-5.6-luna,Sekunde|idx:545,lv,a1.card.sekunde.native,sekunde,Sekunde,Второ,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sr-semantic-DISC-G2-A1-SR-L0010,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0010,g2/a1/sr|Ende|idx:161|lv|TRANSLATION_ERROR|gpt-5.6-luna,Ende|idx:161,lv,a1.card.ende.native,beigas,Ende,"Ooo, Stifflerjeva mama!",,CRITICAL,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sr-multi-G2A1P3-SR-0044,FLAGGED,TARGET_LANGUAGE,sr,G2A1P3-SR-0044,g2/a1/sr|a1-frau|a1.card.a1-frau.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-frau,a1.card.a1-frau.native,a1.card.a1-frau.native,sieviete,Frau,Жена • Сопруга,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-sr-missing-DISC-G2-A1-SR-L0009,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0009,g2/a1/sr|bald|idx:69|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,bald|idx:69,lv,a1.card.bald.native,drīz,bald,Скоро,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sr-grammar_ortho-DISC-G2-A1-SR-L0013,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0013,g2/a1/sr|arbeiten|idx:43|lv|PART_OF_SPEECH|gpt-5.6-luna,arbeiten|idx:43,lv,a1.card.arbeiten.native,strādāt,arbeiten,Posao,,HIGH,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-sr-other-DISC-G2-A1-SR-L0010,FLAGGED,TARGET_LANGUAGE,sr,DISC-G2-A1-SR-L0010,g2/a1/sr|Alter|idx:11|lv|NEEDS_REVIEW|gpt-5.6-luna,Alter|idx:11,lv,a1.card.alter.native,vecums,Alter,Godine?,,MEDIUM,lv,OTHER_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Other bucket (OTHER_REVIEW_REQUIRED) flagged with resolvable staging context.,true
FLAG-sv-wrong_or_mixed-DISC-G2-A1-SV-L0010,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0010,g2/a1/sv|verheiratet|idx:618|lv|WRONG_LANGUAGE|gpt-5.6-luna,verheiratet|idx:618,lv,a1.card.verheiratet.native,precējies,verheiratet,Abielus,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sv-wrong_or_mixed-DISC-G2-A1-SV-L0007,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0007,g2/a1/sv|Sauna|idx:67|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Sauna|idx:67,lv,a1.card.sauna.native,sauna,Sauna,Saun,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sv-semantic-DISC-G2-A1-SV-L0021,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0021,g2/a1/sv|Kamera|idx:332|lv|TRANSLATION_ERROR|gpt-5.6-luna,Kamera|idx:332,lv,a1.card.kamera.native,kamera,Kamera,Kaamera,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sv-semantic-DISC-G2-A1-SV-L0019,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0019,g2/a1/sv|Kaffee|idx:330|lv|TRANSLATION_ERROR|gpt-5.6-luna,Kaffee|idx:330,lv,a1.card.kaffee.native,kafija,Kaffee,Kohv,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-sv-multi-G2A1P3-SV-0036,FLAGGED,TARGET_LANGUAGE,sv,G2A1P3-SV-0036,g2/a1/sv|a1-fahren|a1.card.a1-fahren.native|MULTI_TRANSLATION|deterministic/multi-translation,a1-fahren,a1.card.a1-fahren.native,a1.card.a1-fahren.native,braukt,fahren,Sõitma • Vedama • Ära viima,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Multiple meanings in primary native translation field (• delimiter) likely violates one-card-one-meaning convention.,true
FLAG-sv-missing-DISC-G2-A1-SV-L0018,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0018,g2/a1/sv|drei|idx:143|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,drei|idx:143,lv,a1.card.drei.native,trīs,drei,Kolm,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sv-grammar_ortho-DISC-G2-A1-SV-L0020,FLAGGED,TARGET_LANGUAGE,sv,DISC-G2-A1-SV-L0020,g2/a1/sv|wie viel|idx:662|lv|TARGET_LANGUAGE_ERROR|gpt-5.6-luna,wie viel|idx:662,lv,a1.card.wie-viel.native,cik,wie viel,Kui palju,,CRITICAL,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-sv-other-G2A1P3-SV-0103,FLAGGED,TARGET_LANGUAGE,sv,G2A1P3-SV-0103,g2/a1/sv|a1-seite|a1.card.a1-seite.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-seite,a1.card.a1-seite.study.translation,a1.card.a1-seite.study.translation,lappuse • puse,lappuse • puse,Lehekülg • Külg,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-tr-wrong_or_mixed-DISC-G2-A1-TR-L0012,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0012,g2/a1/tr|Fluss|idx:194|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna,Fluss|idx:194,lv,a1.card.fluss.native,upe,Fluss,Nehir,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-tr-wrong_or_mixed-DISC-G2-A1-TR-L0001,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0001,g2/a1/tr|euch|idx:170|lv; study.translation; study.examples; study.comparison|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,euch|idx:170,lv; study.translation; study.examples; study.comparison,a1.card.a1-euch.native,jūs • jums,euch,Siz • Siz,,CRITICAL,lv; study.translation; study.examples; study.comparison,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-tr-semantic-DISC-G2-A1-TR-L0003,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0003,g2/a1/tr|sich|idx:547|lv; study.translation; study.comparison|MISTRANSLATION|gpt-5.6-luna,sich|idx:547,lv; study.translation; study.comparison,a1.card.a1-sich.native,sevi • sev,sich,Kendiniz • Kendiniz için,,HIGH,lv; study.translation; study.comparison,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-tr-semantic-DISC-G2-A1-TR-L0007,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0007,g2/a1/tr|Teller|idx:595|lv|MISTRANSLATION|gpt-5.6-luna,Teller|idx:595,lv,a1.card.teller.native,šķīvis,Teller,Plaka,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-tr-multi-G2A1P3-TR-0122,FLAGGED,TARGET_LANGUAGE,tr,G2A1P3-TR-0122,g2/a1/tr|a1-oder|a1.card.a1-oder.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-oder,a1.card.a1-oder.study.translation,a1.card.a1-oder.study.translation,vai • jeb,vai • jeb,Veya • Veya,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-tr-missing-DISC-G2-A1-TR-L0013,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0013,g2/a1/tr|Zwiebel|idx:683|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,Zwiebel|idx:683,lv,a1.card.zwiebel.native,sīpols,Zwiebel,Soğan,,HIGH,lv,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-tr-grammar_ortho-DISC-G2-A1-TR-L0005,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0005,g2/a1/tr|aufmachen|idx:50|lv|POS_MISMATCH|gpt-5.6-luna,aufmachen|idx:50,lv,a1.card.aufmachen.native,atvērt,aufmachen,Açık,,HIGH,lv,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-tr-other-DISC-G2-A1-TR-L0002,FLAGGED,TARGET_LANGUAGE,tr,DISC-G2-A1-TR-L0002,g2/a1/tr|nur|idx:456|study.translation|STYLE_ONLY|gpt-5.6-luna,nur|idx:456,study.translation,a1.card.a1-nur-study.study.translation,tikai • vienīgi,tikai • vienīgi,Yalnızca • Yalnızca,,LOW,study.translation,STYLE_FLUENCY_OR_REGISTER,LIKELY_REAL_ERROR,Other bucket (STYLE_FLUENCY_OR_REGISTER) flagged with resolvable staging context.,true
FLAG-uk-wrong_or_mixed-DISC-G2-A1-UK-L0005,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0005,"g2/a1/uk|Mal|idx:390|lv, study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna",Mal|idx:390,"lv, study",a1.card.a1-mal.native,reize,Mal,час,,HIGH,"lv, study",WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-uk-wrong_or_mixed-DISC-G2-A1-UK-L0005,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0005,g2/a1/uk|aufs|idx:60|lv; study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna,aufs|idx:60,lv; study,a1.card.a1-aufs.native,uz,aufs,до • на • де?,,HIGH,lv; study,WRONG_OR_MIXED_TARGET_LANGUAGE,LIKELY_REAL_ERROR,Target value differs from LV/DE references and is not an obvious shared international form; language-mix claim plausible.,true
FLAG-uk-semantic-DISC-G2-A1-UK-L0002,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0002,g2/a1/uk|laufen|idx:357|translation; study.explanation; study.comparison|MISTRANSLATION|gpt-5.6-luna,laufen|idx:357,translation; study.explanation; study.comparison,a1.card.a1-laufen.study.comparison[0].example,Er läuft schnell.,Er läuft schnell.,Er läuft schnell.,,HIGH,translation; study.explanation; study.comparison,SEMANTIC_OR_MEANING_ERROR,FALSE_POSITIVE,Target text identical to DE or LV reference; semantic mismatch not evidenced from text alone.,true
FLAG-uk-semantic-DISC-G2-A1-UK-L0004,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0004,g2/a1/uk|sitzen|idx:558|study.examples|MEANING|gpt-5.6-luna,sitzen|idx:558,study.examples,a1.card.a1-sitzen.study.examples[0].native,es sēžu pie galda.,es sēžu pie galda.,Я сиджу за столом.,,MEDIUM,study.examples,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-uk-multi-G2A1P3-UK-0108,FLAGGED,TARGET_LANGUAGE,uk,G2A1P3-UK-0108,g2/a1/uk|a1-sicher|a1.card.a1-sicher.study.translation|MULTI_TRANSLATION|deterministic/multi-translation,a1-sicher,a1.card.a1-sicher.study.translation,a1.card.a1-sicher.study.translation,drošs • noteikti,drošs • noteikti,безпечно • звичайно,,MEDIUM,Multiple translation candidates separated by •,MULTI_TRANSLATION_REVIEW_REQUIRED,FALSE_POSITIVE,• delimiter appears inside Study sub-structure where multiple elements may be intentional.,true
FLAG-uk-missing-DISC-G2-A1-UK-L0003,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0003,g2/a1/uk|du|idx:149|lv|MEANING_ERROR|gpt-5.6-luna,du|idx:149,lv,a1.card.du.native,tu,du,ви,,HIGH,lv,SEMANTIC_OR_MEANING_ERROR,LIKELY_REAL_ERROR,"Target differs from both LV and DE references on linked field; semantic review warranted (sample-level, not definitive).",true
FLAG-uk-grammar_ortho-DISC-G2-A1-UK-L0003,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0003,g2/a1/uk|laut|idx:358|translation; study.explanation; study.examples|POS_ERROR|gpt-5.6-luna,laut|idx:358,translation; study.explanation; study.examples,a1.card.a1-laut.study.examples[0].native,Mūzika ir skaļa.,Mūzika ir skaļa.,Музика голосна.,,MEDIUM,translation; study.explanation; study.examples,GRAMMAR_MORPHOLOGY_OR_FORM,LIKELY_REAL_ERROR,Grammar/orthography bucket (GRAMMAR_MORPHOLOGY_OR_FORM) with non-empty divergent target; likely needs human review.,true
FLAG-uk-other-DISC-G2-A1-UK-L0005,FLAGGED,TARGET_LANGUAGE,uk,DISC-G2-A1-UK-L0005,g2/a1/uk|gut|idx:259|study.explanation[1]|DE_SOURCE_ISSUE|gpt-5.6-luna,gut|idx:259,study.explanation[1],a1.card.a1-gut-study.study.explanation[1],"gut raksturo kvalitāti, veselību vai to, kā kaut kas noris (Es geht mir gut. = Man klājas labi.).","gut raksturo kvalitāti, veselību vai to, kā kaut kas noris (Es geht mir gut. = Man klājas labi.).","gut описує якість, здоров'я або те, як щось відбувається (I geht mir gut. = у мене все добре.).",,HIGH,study.explanation[1],OTHER_REVIEW_REQUIRED,LIKELY_REAL_ERROR,Other bucket (OTHER_REVIEW_REQUIRED) flagged with resolvable staging context.,true
CTRL-bg-223430f1,CONTROL,UNFLAGGED_CONTROL,bg,,,,,a1.card.a1-vom.study.examples[3].native,viņa brauc no lidostas.,viņa brauc no lidostas.,Тя идва от летището.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-bg-c74695d0,CONTROL,UNFLAGGED_CONTROL,bg,,,,,a1.card.a1-eis.study.important[0],"Latviski ledus un saldējums ir divi dažādi vārdi, bet vāciski abiem bieži lieto das Eis.","Latviski ledus un saldējums ir divi dažādi vārdi, bet vāciski abiem bieži lieto das Eis.","Сладолед и сладолед са две различни думи на латвийски, но на немски das Eis често се използва и за двете думи.",,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-bs-dfd7fbc8,CONTROL,UNFLAGGED_CONTROL,bs,,,,,a1.card.a1-morgen-study.study.explanation[5],der Morgen galvenokārt nozīmē: vairāki rīti.,der Morgen galvenokārt nozīmē: vairāki rīti.,Der Morgen uglavnom znači: više jutara.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-bs-1ae76610,CONTROL,UNFLAGGED_CONTROL,bs,,,,,a1.card.a1-einmal.study.explanation[0],Galvenā doma: Norāda uz vienu reizi vai pagātni (reiz es biju...).,Galvenā doma: Norāda uz vienu reizi vai pagātni (reiz es biju...).,Glavna ideja: Ukazuje na jedanput ili prošlost (jednom sam bio/bila...).,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-cs-4cd3ea40,CONTROL,UNFLAGGED_CONTROL,cs,,,,,a1.card.a1-besuchen.study.explanation[2],"Ja besuchen attiecas uz cilvēku, latviski bieži dabiskāk ir apciemot.","Ja besuchen attiecas uz cilvēku, latviski bieži dabiskāk ir apciemot.",U osoby může podle kontextu znamenat navštívit nebo navštěvovat.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-cs-304515b2,CONTROL,UNFLAGGED_CONTROL,cs,,,,,a1.card.a1-heissen.study.comparison[0].meaning,saukties / nozīmēt,saukties / nozīmēt,Jmenovat se / znamenat,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-da-d43f3687,CONTROL,UNFLAGGED_CONTROL,da,,,,,a1.card.a1-geschichte-study.study.examples[1].native,es mācos vēsturi.,es mācos vēsturi.,Jeg lærer historie.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-da-e0478fdd,CONTROL,UNFLAGGED_CONTROL,da,,,,,a1.card.a1-baden.study.important[0],baden un schwimmen nav pilnīgi sinonīmi.,baden un schwimmen nav pilnīgi sinonīmi.,baden og schwimmen er ikke synonyme.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-gr-b618353d,CONTROL,UNFLAGGED_CONTROL,gr,,,,,a1.card.a1-liegen.study.explanation[0],Galvenā doma: liegen nozīmē atrasties vai gulēt horizontāli.,Galvenā doma: liegen nozīmē atrasties vai gulēt horizontāli.,Κύρια ιδέα: liegen σημαίνει να ξαπλώνεις ή να ξαπλώνεις οριζόντια.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-gr-3491c986,CONTROL,UNFLAGGED_CONTROL,gr,,,,,a1.card.a1-land.study.comparison[1].example,Ich wohne in der Stadt.,Ich wohne in der Stadt.,Ich wohne in der Stadt.,,,,,CONTROL_POSSIBLE_MISSED_ERROR,Unflagged value identical to LV in non-international token; possible missed untranslated content.,
CTRL-en-8071c418,CONTROL,UNFLAGGED_CONTROL,en,,,,,a1.card.a1-leise-study.study.translation,kluss,kluss,Quiet,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-en-eaa7b561,CONTROL,UNFLAGGED_CONTROL,en,,,,,a1.card.a1-einmal.study.important[0],einmal = vienreiz vai reiz pagātnē.,einmal = vienreiz vai reiz pagātnē.,einmal = once or once in the past.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-es-8a58876e,CONTROL,UNFLAGGED_CONTROL,es,,,,,a1.card.a1-was.study.examples[4].native,Ko nozīmē šis vārds?,Ko nozīmē šis vārds?,¿Qué significa esta palabra?,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-es-1b44d359,CONTROL,UNFLAGGED_CONTROL,es,,,,,a1.card.a1-sollen.study.comparison[0].example,Was soll ich machen?,Was soll ich machen?,¿Qué debo hacer?,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-et-54c94499,CONTROL,UNFLAGGED_CONTROL,et,,,,,a1.card.a1-ein.study.important[3],einen — akuzatīvs.,einen — akuzatīvs.,einen — akusatiiv.,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
CTRL-et-3938fdf8,CONTROL,UNFLAGGED_CONTROL,et,,,,,a1.card.a1-ab.study.comparison[0].meaning,sākot no punkta/laika,sākot no punkta/laika,alates punktist/ajast,,,,,CONTROL_PASS,Unflagged control value present and no obvious heuristic miss detected.,
